Year,Category,Name,Value
2016,Watch,Breitling_Superocean,3800
2017,Watch,Breitling_Superocean,4000
2018,Watch,Breitling_Superocean,4200
2019,Watch,Breitling_Superocean,4300
2020,Watch,Breitling_Superocean,4300
2021,Watch,Breitling_Superocean,4500
2022,Watch,Breitling_Superocean,4700
2023,Watch,Breitling_Superocean,5000
2024,Watch,Breitling_Superocean,5250
2025,Watch,Breitling_Superocean,5500
2005,Watch,TAG_Heuer_Monaco,3200
2006,Watch,TAG_Heuer_Monaco,3500
2007,Watch,TAG_Heuer_Monaco,3800
2008,Watch,TAG_Heuer_Monaco,4100
2009,Watch,TAG_Heuer_Monaco,4100
2010,Watch,TAG_Heuer_Monaco,4300
2011,Watch,TAG_Heuer_Monaco,4500
2012,Watch,TAG_Heuer_Monaco,4500
2013,Watch,TAG_Heuer_Monaco,4800
2014,Watch,TAG_Heuer_Monaco,5200
2015,Watch,TAG_Heuer_Monaco,5200
2016,Watch,TAG_Heuer_Monaco,5500
2017,Watch,TAG_Heuer_Monaco,5500
2018,Watch,TAG_Heuer_Monaco,5900
2019,Watch,TAG_Heuer_Monaco,6100
2020,Watch,TAG_Heuer_Monaco,6350
2021,Watch,TAG_Heuer_Monaco,6700
2022,Watch,TAG_Heuer_Monaco,7000
2023,Watch,TAG_Heuer_Monaco,7500
2024,Watch,TAG_Heuer_Monaco,7800
2025,Watch,TAG_Heuer_Monaco,8200
2012,Watch,Tudor_Pelagos,3950
2013,Watch,Tudor_Pelagos,4125
2014,Watch,Tudor_Pelagos,4125
2015,Watch,Tudor_Pelagos,4400
2016,Watch,Tudor_Pelagos,4400
2017,Watch,Tudor_Pelagos,4400
2018,Watch,Tudor_Pelagos,4400
2019,Watch,Tudor_Pelagos,4575
2020,Watch,Tudor_Pelagos,4575
2021,Watch,Tudor_Pelagos,4575
2022,Watch,Tudor_Pelagos,4725
2023,Watch,Tudor_Pelagos,4950
2024,Watch,Tudor_Pelagos,5100
2025,Watch,Tudor_Pelagos,5350
